ID,Timestamp,Store Name
cccc,5.608154,pet
cccc,21.68823,music
cccc,24.3241,pizzeria
cccc,26.92566,butcher
cccc,30.32849,hardware
cccc,55.01587,backery
cccc,56.83398,bike
cccc,86.52576,gym
cccc,92.4303,cafe
cccc,116.4502,book
Final Score: 9
