ID,Timestamp,Store Name
s159,4.14209,bank 
s159,6.108398,baker 
s159,11.84717,boutique 
s159,15.46729,butcher 
s159,19.15283,gallery 
s159,23.90674,barber 
s159,26.47559,dentist 
s159,29.54443,cage
s159,31.37988,cafe
s159,33.81494,gym 
s159,36.15088,pizzaria 
s159,49.71143,gallery 
Final Score: 20
