ID,Timestamp,Store Name
s153,2.321777,music
s153,3.65625,gallery
s153,6.074951,barber
s153,6.942383,bank
s153,10.66211,toy store 
s153,26.07495,pizzeria
s153,30.99561,cafe
s153,46.55859,book store
Final Score: 28
