ID,Timestamp,Store Name
,7.276123,pizzaria
,11.62964,boutique
,15.14941,music store
,19.43628,bike shop
,22.68286,gym
,31.29028,bank
,33.15674,bkery
,36.05615,dentist
,44.70728,butcher
,47.17603,supermarket
,57.55908,cafe
,65.29126,jewelry
,72.71411,gallery
,77.46802,pet store
,91.07935,pharmacy
,105.7915,hardware
Final Score: 35,,
