ID,Timestamp,Store Name
s148,10.76294,bank
s148,37.48535,boutique
s148,48.62769,jewlery
s148,56.20068,book store
s148,64.85815,hardware store
s148,75.80029,bakery
s148,85.97559,pharmacy
Final Score: 17
