ID,Timestamp,Store Name
s156,3.423584,bakery
s156,5.458496,butcher
s156,9.361328,music
s156,14.23242,jewelry
s156,16.25024,book
s156,17.5188,toy
s156,19.60352,barber
s156,21.40503,gallery
s156,30.7124,boutique
s156,34.93262,bike
s156,36.71802,dentist
s156,37.8855,gym
s156,38.85303,cafe
s156,46.87622,pet
s156,53.74829,hardware
s156,64.29077,pharmacy
s156,66.22583,pizzeria
s156,108.7446,bank
Final Score: 38
