ID,Timestamp,Store Name
,5.308594,BANK
,7.875977,GYM
,12.24609,PHARMACY
,17.15063,BUTCHER
,20.2522,MUSIC SHOP
,26.97583,GALLERY
,29.61084,PET STORE
,36.18262,PIZZARIA
,43.48901,BAKERY
,45.09033,BARBER
,54.68188,GROCERY STORE
,68.34326,TOY STORE
,109.6445,BOOK STORE
Final Score: 31,,
