ID,Timestamp,Store Name
s154,7.643555,bike
s154,10.49927,gym
s154,18.03662,grocery
s154,21.58911,boutique
s154,27.09399,book
s154,28.99805,pet
s154,34.44897,pizzeria
s154,37.43506,bakery
s154,65.72583,gym
Final Score: 27
