trial, timestamp, building name
1,5.983459,Supermarket
1,13.68954,Book Store
1,21.39606,Barber
1,29.55258,Jewelry
1,41.46304,Boutique
1,53.75577,Bakery
1,61.1286,Bike Shop
1,74.79034,Bank
1,87.78494,Pet Store
1,106.1495,Dentist
1,116.6419,Pizzeria
1,128.3841,Music Store
1,143.6146,Gallery
1,148.7845,Gym
1,164.4482,Toy Store
1,174.6067,Butcher
1,197.1749,Hardware Store
1,202.814,Pharmacy
1,277.1258,Cafe
