player ID, timestamp, x, y, rotx, roty
s157,4.290771,1.682238,-1.081889,-2.772072,2.702677
s157,8.427002,2.732668,1.941369,88.04976,8.830743
s157,12.63159,16.04073,9.974249,71.2231,10.40625
s157,16.80176,22.59441,3.332515,177.0874,8.658441
s157,20.95386,23.1555,-13.08318,179.6944,8.532353
s157,25.07593,13.92827,-22.57017,264.043,9.147588
s157,29.21301,-2.405111,-23.20238,269.5802,8.668435
s157,33.34888,-18.48947,-22.04672,307.9731,5.620803
s157,37.48547,-19.54238,-21.17187,234.2979,23.40396
s157,41.62122,-20.62063,-20.67632,14.90897,9.741067
s157,45.75842,-14.92813,-22.05616,104.0467,12.90706
s157,49.87793,-5.949721,-21.62145,95.67856,11.46716
s157,53.99951,-2.649733,-22.32704,203.7592,9.443564
s157,58.15283,6.663186,-23.47645,94.2851,7.793494
s157,62.2937,22.12484,-20.98148,37.05963,-0.7495767
s157,66.40979,23.79737,-4.774178,0.4375,2.349396
s157,70.547,23.39224,11.69746,359.7419,2.726249
s157,74.68335,17.47645,21.37431,233.3251,-8.607065
s157,78.82251,9.489626,22.06147,276.8712,0.8446283
s157,82.95667,-7.019778,22.71018,271.7507,0.09679284
s157,87.09509,-21.69811,18.80381,171.4885,-10.68941
s157,91.26343,-22.81315,9.098039,157.6137,-7.117676
s157,95.38477,-15.27616,6.422877,85.01863,-2.067456
