player ID, timestamp, x, y, rotx, roty
s152,4.119324,1.96,-4.17,-48.26627,0.001985984
s152,8.23941,1.710724,-3.851912,-38.07095,2.708386
s152,12.36145,-3.568045,-1.760616,-38.07095,2.708386
s152,16.47995,-11.69362,-2.100926,-38.17102,2.733381
s152,20.59953,-17.59627,-1.996391,-39.89741,3.10868
s152,24.71983,-21.59861,-1.275571,-40.12236,3.083684
s152,28.84007,-20.60282,3.207109,-40.52263,2.558271
s152,32.96008,-21.00088,10.07411,-41.47494,1.431306
s152,37.08025,-22.21205,15.88225,-42.40174,0.455603
s152,41.20419,-21.22848,16.78299,26.77084,4.341095
s152,45.32031,-21.22848,16.78299,86.40935,-4.631952
s152,49.44043,-21.2523,16.76504,52.99714,-5.9598
s152,53.56049,-21.2523,16.76504,88.60042,-3.558186
s152,57.6805,-22.2378,17.07815,107.4709,1.916717
s152,61.80103,-24.57436,17.80735,107.9481,1.016588
s152,65.92087,-24.57436,17.80735,78.85788,4.269535
s152,70.04074,-18.03964,20.39889,79.33188,3.618596
s152,74.16086,-18.03964,20.39889,124.4426,-1.937045
s152,78.28476,-18.03964,20.39889,92.61224,2.471651
s152,82.40114,-8.576111,21.93562,91.71246,1.821771
s152,86.52115,7.772771,21.52863,89.81129,-2.731664
s152,90.64183,13.56884,21.33771,92.64332,-3.332381
s152,94.76244,21.15262,20.38574,142.4134,0.989103
s152,98.88176,21.15262,20.38574,167.5014,12.95963
s152,103.0017,21.62333,12.94626,165.225,13.15956
s152,107.1219,22.52764,5.676097,172.6792,7.631732
s152,111.2431,23.62959,-10.65607,177.446,6.631936
s152,115.362,23.32247,-21.78102,206.143,16.64342
s152,119.4818,22.75726,-21.86472,261.772,3.377746
s152,123.6019,7.991061,-23.49718,281.2003,8.688479
s152,127.7222,7.071495,-23.19478,288.2039,0.8273607
s152,131.8416,-9.277879,-22.11066,268.3861,0.02142795
s152,135.9624,-14.38181,-22.25446,286.8194,4.277628
s152,140.0829,-16.73489,-21.80512,298.2976,0.8510931
s152,144.203,-16.73489,-21.80512,288.111,1.976732
s152,148.3227,-16.73489,-21.80512,263.6808,-1.754199
s152,152.4432,-21.23371,-22.37906,302.5312,-7.567992
s152,156.5633,-21.23371,-22.37906,355.0648,10.72016
s152,160.6833,-21.23371,-22.37906,355.0648,10.72016
