player ID, timestamp, x, y, rotx, roty
s154,4.128113,-0.3891227,-0.9441267,-50.42406,9.136387
s154,8.248413,-15.98248,1.612017,-90.2971,10.03735
s154,12.38519,-24.7849,9.254436,-7.956948,10.41014
s154,16.50616,-24.39269,14.23841,7.383427,13.62364
s154,20.62506,-24.4885,21.94101,83.822,6.408998
s154,24.74579,-9.0493,23.42764,89.26541,9.585878
s154,28.86505,7.20293,23.66785,88.18723,9.242605
s154,32.98596,17.07563,25.12567,126.6117,14.87848
s154,37.10602,23.0331,14.13079,178.7168,11.15314
s154,41.22565,23.16827,-2.041308,179.5896,10.75308
s154,45.34808,23.31903,-18.24569,181.6641,9.953227
s154,49.46625,12.91465,-24.225,309.9504,10.65041
s154,53.58612,-2.463189,-23.09363,274.8077,9.464546
s154,57.70612,-17.44448,-25.02609,328.8373,12.33873
s154,61.82635,-15.47987,-21.66055,25.70148,13.10165
s154,65.94604,-12.97567,-11.09825,319.053,8.753141
s154,70.06622,-15.85233,-9.203405,91.78879,9.488054
