player ID, timestamp, x, y, rotx, roty
s155,4.339783,1.96,-3.770147,0,0
s155,8.459045,1.96,-0.9476898,0,0
s155,12.64545,-4.245344,0.2290457,0,0
s155,16.83319,-12.48817,0.2290457,0,0
s155,20.98535,-12.89135,2.395448,0,0
s155,25.10645,-12.89135,6.502278,0,0
s155,29.22668,-12.89135,1.568016,0,0
s155,33.34711,-20.42752,-0.771443,0,0
s155,37.46655,-24.3287,-0.771443,0,0
s155,41.58691,-24.3287,13.31781,0,0
s155,45.7403,-24.73505,14.29088,0,0
s155,49.85986,-23.33532,14.64808,0,0
s155,53.9975,-20.66919,18.6685,0,0
s155,58.12,-24.74948,18.6685,0,0
s155,62.23804,-24.74948,15.73572,11.94781,-1.624702
s155,66.37427,-24.74948,15.73572,41.8732,16.02469
s155,70.49384,-24.59759,16.0681,24.55793,4.740332
s155,74.63159,-22.22995,17.55804,24.55793,4.740332
s155,78.75177,-20.34963,17.66319,23.15818,4.540369
s155,82.87115,-23.16183,11.94368,26.18263,5.265236
s155,86.99121,-24.77715,13.16681,26.18263,5.265236
s155,91.12848,-23.20679,17.89392,26.18263,5.265236
s155,95.26514,-20.99878,18.75912,26.18263,5.265236
s155,99.43549,-20.07179,17.77141,24.93285,5.689831
s155,103.5554,-20.07179,17.77141,14.01194,-9.411572
s155,107.6923,-27.64536,14.80452,-3.925695,-7.495741
s155,111.8277,-28.98163,23.67305,76.72218,-3.322039
s155,115.9484,-23.88024,24.3473,82.13303,-5.191046
s155,120.0856,-11.39162,24.0029,93.45414,-5.16605
s155,124.2216,-7.732871,23.56337,96.75824,-5.869041
s155,128.3419,-6.738024,23.44558,97.05826,-5.293803
s155,132.479,-3.26615,23.60372,97.20822,-5.218817
s155,136.6331,1.788597,24.09958,96.85828,-4.818891
s155,140.803,2.058072,22.57211,76.92972,-1.088825
s155,144.9265,1.960774,23.14832,75.3651,-6.783628
s155,149.0435,4.778673,23.88356,92.17402,-5.533858
s155,153.2125,4.778673,23.88356,99.80691,-5.958871
s155,157.3666,6.700031,23.6304,101.9598,-1.703125
s155,161.5046,7.280186,24.01519,104.5378,-0.1762554
s155,165.6569,9.259629,24.7445,104.6128,-0.1762554
s155,169.8099,9.259629,24.7445,106.1886,-0.8262771
s155,173.9628,9.259629,24.7445,99.04595,1.506209
s155,178.0859,9.194957,23.22406,98.52023,1.506005
s155,182.2032,9.063808,22.32727,97.94535,1.555996
s155,186.3412,9.601225,22.25226,97.94535,1.555996
s155,190.462,10.00039,22.19655,97.94535,1.555996
s155,194.6138,12.62514,21.79126,98.79753,1.680973
s155,198.7355,17.46597,20.76388,98.87251,1.680973
s155,202.8882,17.87352,20.07904,102.3402,3.317533
s155,207.058,17.87352,20.07904,77.67314,6.850788
s155,211.228,19.71455,20.55372,75.49371,15.44263
s155,215.3474,20.55769,17.48749,74.44373,13.79301
s155,219.485,20.55769,17.48749,63.82399,38.55876
s155,223.6387,22.0202,14.79143,65.27319,24.7564
s155,227.7585,22.0202,14.79143,161.4625,5.485493
s155,231.8954,22.0202,14.79143,161.4625,5.485493
s155,236.0313,22.0202,14.79143,161.4625,5.485493
s155,240.1521,22.0202,14.79143,161.4625,5.485493
s155,244.2919,22.0202,14.79143,161.4625,5.485493
s155,248.4108,22.0202,14.79143,161.4625,5.485493
s155,252.5298,22.0202,14.79143,161.4625,5.485493
