player ID, timestamp, x, y, rotx, roty
s151,4.270996,1.96,-4.17,0,0
s151,8.391113,1.96,-4.17,4.575092,-1.924647
s151,12.54639,1.96,-4.17,15.81962,-2.656049
s151,16.66516,1.96,-4.17,15.81962,-2.656049
s151,20.81824,1.96,-4.17,15.86961,-2.656049
s151,24.9397,1.96,-4.17,33.96961,-4.331329
s151,29.07703,1.96,-4.17,19.02057,-1.780044
s151,33.21277,1.96,-4.17,21.5951,-1.955011
s151,37.33228,2.08566,-3.617419,11.40111,7.495894
s151,41.45349,0.09339529,-3.065939,-61.34641,12.72306
s151,45.57397,0.09339529,-3.065939,-61.64625,9.773696
s151,49.70996,0.4898725,-2.314075,-62.19616,13.49801
s151,53.82886,-1.835351,-2.690886,-62.64537,14.54782
s151,57.96667,-5.826329,-1.750491,-62.87038,14.79778
s151,62.10376,-11.72151,-1.366753,-63.29547,15.24842
s151,66.25659,-11.78861,-1.500133,-63.89533,15.52337
s151,70.37683,-15.5166,-1.610144,-65.15003,15.85114
s151,74.51501,-18.8886,3.942804,-65.87678,16.45296
s151,78.63293,-20.83726,4.852042,-65.70176,16.22799
s151,82.7533,-21.32915,10.25977,-60.24933,19.02818
s151,86.90686,-21.41186,12.54151,-40.03423,15.59851
s151,91.02808,-22.83517,19.83953,-40.1342,16.67333
s151,95.14819,-21.81617,20.69865,-7.984638,20.40367
s151,99.28796,-21.34144,20.62954,4.729282,24.39301
s151,103.4391,-21.34144,20.62954,126.3862,-7.885036
s151,107.5593,-21.34144,20.62954,122.8087,-0.1593445
s151,111.696,-20.01344,19.76909,122.3588,-0.2843216
s151,115.8142,-18.80777,20.62504,122.0086,-0.6592526
s151,119.9846,-18.52785,21.07485,120.309,-3.036012
s151,124.1216,-21.89331,16.02214,108.0986,1.395415
s151,128.2434,-20.03111,19.53404,119.3891,0.6988608
s151,132.3616,-18.72164,21.90474,125.7629,7.547602
s151,136.4984,-18.3378,21.88065,93.59171,9.426544
s151,140.6348,-5.845981,21.09654,93.59171,9.426544
s151,144.7737,5.420369,18.77674,93.59171,9.426544
s151,148.9431,7.330445,18.65685,93.59171,9.426544
s151,153.0962,9.450875,18.52375,93.59171,9.426544
s151,157.2152,9.920157,18.38158,43.3307,1.176876
s151,161.353,9.624406,19.48719,35.47118,4.283729
s151,165.4722,9.442378,20.43045,58.60213,3.229914
s151,169.5934,17.66263,20.07706,105.5789,-0.7732679
s151,173.7458,17.66263,20.07706,133.8237,15.69872
s151,177.8668,17.66263,20.07706,144.0822,0.7773474
s151,181.9868,17.66263,20.07706,144.0822,0.7773474
