player ID, timestamp, x, y, rotx, roty
s149,4.174393,-2.217289,-2.099279,-72.78284,7.096691
s149,8.294647,-18.2612,0.3202817,-83.43483,10.65156
s149,12.43129,-24.97038,13.20821,-5.207018,8.557016
s149,16.55141,-15.90218,23.10277,83.40444,6.605839
s149,20.67145,0.4539831,23.51564,89.11211,6.905645
s149,24.79155,16.74678,23.8014,88.68697,8.908538
s149,28.91245,22.6791,10.65214,177.3887,8.032635
s149,33.03185,23.14482,-5.645493,178.7048,8.459185
s149,37.15199,21.22702,-21.09504,236.4975,7.183384
s149,41.27185,5.073251,-22.6132,267.6953,6.058229
s149,45.39308,-11.30914,-22.91463,268.1343,6.184067
s149,49.51216,-19.16181,-23.02334,347.908,6.234795
s149,53.63248,-25.08953,-22.16387,326.796,2.864498
s149,57.75226,-27.42865,-17.75453,46.91653,-0.09162927
s149,61.87317,-28.37943,-19.70913,112.6145,9.521318
s149,65.99207,-20.56625,-24.11077,357.9352,-0.70181
s149,70.14566,-21.05485,-20.68,359.5221,3.649376
s149,74.32016,-21.12366,-23.57431,2.021057,7.037981
s149,78.43608,-20.99189,-20.67995,2.021057,7.037981
s149,82.55658,-20.49549,-25.67723,311.765,16.06316
s149,86.67627,-26.38672,-16.75124,15.23334,10.63029
s149,90.79646,-27.43279,-14.70023,83.92114,6.017292
s149,94.91664,-21.6024,-21.20599,25.285,5.339444
s149,99.03661,-21.55226,-21.09826,28.73987,13.46841
s149,103.1568,-21.55226,-21.09826,27.86508,13.19346
s149,107.277,-21.55226,-21.09826,27.86508,13.19346
s149,111.3969,-23.52598,-24.83146,25.18802,5.566494
s149,115.5168,-23.52598,-24.83146,25.18802,5.566494
s149,119.637,-18.55699,-24.27999,81.5527,8.269356
s149,123.7593,-2.277641,-23.01914,87.62817,7.393941
s149,127.8772,13.92837,-22.78116,87.45322,7.593904
s149,131.9987,22.44087,-11.95815,1.256348,7.747496
s149,136.1177,19.013,3.345425,327.272,8.047101
s149,140.2376,9.110583,10.4036,287.1385,6.020987
s149,144.3572,-6.177127,14.97888,273.321,6.794315
s149,148.4781,-1.135799,13.64918,97.72568,4.893473
s149,152.5979,10.82954,6.271643,-120.7135,7.965549
s149,156.7182,23.98844,-0.3363132,-168.6342,8.439285
s149,160.8378,26.60604,-17.26241,-112.5447,5.657816
s149,164.9579,25.5714,-22.18957,-13.39778,5.83003
