player ID, timestamp, x, y, rotx, roty
s156,4.204773,1.96,-4.17,241.1048,8.489371
s156,8.341003,-8.029657,0.669929,274.7552,11.91624
s156,12.5614,-24.41862,3.447269,6.269501,9.671383
s156,16.86743,-25.52271,14.90155,86.05426,2.302282
s156,21.18494,-16.59848,23.92987,85.93979,6.780898
s156,25.52167,0.5652707,23.63513,91.89236,6.45468
s156,29.84131,14.59799,24.62727,178.1174,1.490938
s156,34.14575,23.53992,15.15188,181.0223,5.220965
s156,38.43243,23.33917,-1.80399,179.9695,5.919471
s156,42.73645,23.13817,-18.66527,219.546,12.07273
s156,47.05658,8.221989,-23.17221,275.9127,7.035572
s156,51.42676,-7.626359,-23.07123,269.0491,8.332831
s156,55.83032,-18.68328,-24.86152,336.4258,-0.8337467
s156,60.25073,-27.65035,-24.46308,35.1283,5.462187
s156,64.65454,-27.76219,-9.881776,81.53931,8.066804
s156,69.05823,-13.19417,-10.82656,127.1563,4.734221
s156,73.36176,0.2955552,-22.5932,338.1935,6.908585
s156,77.68201,17.53102,-24.89434,4.987488,5.04172
s156,82.00214,27.28498,-9.788256,279.5782,-6.074938
s156,86.3382,18.37377,4.890085,244.7975,4.363512
s156,90.67688,4.582204,14.76619,268.2815,4.288796
s156,94.88312,-10.2955,24.42776,231.8295,3.687488
s156,99.09888,-19.56801,24.21273,123.0443,2.68793
s156,103.336,-11.93973,26.84041,129.331,5.168602
