player ID, timestamp, x, y, rotx, roty
s159,4.295898,8.332678,-4.17,0,0
s159,8.465942,2.3134,3.807355,0,0
s159,12.65369,10.05759,19.77961,0,0
s159,16.82324,16.11828,20.23653,56.34644,7.860361
s159,20.94324,19.16346,20.0674,73.73131,8.243638
s159,25.09656,20.00572,19.5542,75.29897,11.94951
s159,29.2157,20.00572,19.5542,164.1111,18.13989
s159,33.35339,21.61798,10.54686,168.8145,6.211999
s159,37.49023,23.49052,7.234286,178.9726,7.460762
s159,41.62732,23.78472,-9.171292,178.9726,7.460762
s159,45.74756,23.93357,-17.4714,190.4893,7.288931
s159,49.88989,23.93357,-17.4714,224.6617,0.5640061
s159,54.02075,23.93357,-17.4714,221.7116,5.113175
s159,58.17407,23.93357,-17.4714,216.7116,7.238314
s159,62.34448,23.93357,-17.4714,216.5641,7.238314
s159,66.46423,19.81963,-21.33464,239.9514,6.638102
s159,70.6178,3.867478,-24.45507,268.4138,7.032407
s159,74.73901,-12.47863,-24.9844,268.0389,7.257365
s159,78.89148,-19.53467,-23.01089,297.3416,15.05173
s159,83.04492,-21.32503,-22.11942,339.282,29.14516
s159,87.16565,-17.83627,-28.8796,308.7086,14.69614
s159,91.28503,-27.20469,-19.61389,337.9265,23.03001
s159,95.42188,-23.7863,-8.502385,90.0152,28.36947
s159,99.55823,-14.89164,-9.079979,105.3468,14.69095
s159,103.6787,-1.037714,-15.78111,114.6041,18.35491
s159,107.7977,13.52025,-21.12484,109.5729,19.72698
s159,111.9226,15.5207,-22.25109,210.2168,31.06913
s159,116.0392,7.258709,-23.28847,264.5094,10.61985
s159,120.1758,-9.088325,-23.93992,268.7668,7.891177
s159,124.2959,-17.86016,-23.79954,302.0538,12.6209
s159,128.416,-18.30874,-24.15517,310.0288,18.27529
s159,132.5684,-17.89534,-24.50454,284.2373,9.422002
s159,136.7062,-24.82865,-23.03703,280.8054,8.493103
s159,140.8297,-20.53774,-23.93605,139.7865,-8.986298
s159,144.947,-19.47603,-24.18782,94.04333,-4.968943
s159,149.0833,-3.081721,-24.23093,89.84418,-6.368965
s159,153.2037,13.29904,-24.28276,90.76999,-6.468766
s159,157.3402,22.28804,-13.13319,10.39969,-7.94717
s159,161.4775,23.81994,3.074524,355.0945,-10.89892
s159,165.6139,20.81532,18.96862,329.7552,-4.170423
s159,169.7504,13.7544,23.19346,328.9763,-1.067654
s159,173.8726,18.23778,23.14535,127.9059,22.0766
s159,178.0065,23.21651,8.718096,170.9806,10.3581
s159,182.1281,24.11218,-7.261473,186.0663,12.18436
s159,186.25,21.60134,-21.68674,256.2148,25.86131
s159,190.401,6.03891,-24.01934,268.983,7.463707
s159,194.5546,-10.4286,-23.6714,272.1858,7.338367
s159,198.692,-20.99735,-20.65092,309.5276,13.03732
s159,202.8132,-28.92984,-14.57499,262.9528,9.365382
s159,206.9303,-21.70491,-24.65028,85.57678,-3.810296
s159,211.054,-12.94293,-16.81569,325.8468,-20.41702
s159,215.205,-8.370446,-26.65319,347.1449,-16.36373
s159,219.3754,-12.73065,-25.14048,297.0691,-10.21202
s159,223.5289,-27.2253,-18.58874,338.9513,3.21449
s159,227.681,-24.59311,-8.539985,66.48618,9.693539
s159,231.8025,-16.99462,-8.742962,99.44858,9.029461
s159,235.9213,-28.60379,-8.911199,143.2713,1.929917
s159,240.0428,-23.27506,-22.91608,109.4677,-6.030344
s159,244.1815,-20.19353,-23.7401,51.63956,-7.737661
s159,248.3,-22.33146,-28.64836,20.74323,4.331386
s159,252.4365,-14.06419,-26.68934,80.435,-0.6466179
s159,256.5896,2.393708,-24.48927,85.01917,-1.193778
s159,260.76,18.55856,-21.8664,51.27283,-2.413128
s159,264.9133,24.029,-6.939137,2.851288,-3.121676
s159,269.0333,23.63797,6.212441,358.9199,-4.619421
s159,273.1868,19.03064,20.1772,288.716,-19.37235
s159,277.3599,3.043628,24.24659,281.1137,-4.607282
s159,281.4935,-9.557048,24.61378,270.4138,5.738443
s159,285.6136,-23.28317,18.21915,201.2603,1.216004
s159,289.7672,-21.66674,16.54942,120.5329,-13.45899
s159,293.9039,-27.22741,20.40641,127.2446,-6.672665
s159,298.0262,-27.22741,20.40641,125.7829,-1.871736
