player ID, timestamp, x, y, rotx, roty
cccc,4.140717,1.96,-4.17,-27.25641,2.580575
cccc,8.260834,1.96,-4.17,-31.37594,0.9568321
cccc,12.3972,3.914126,2.073427,-80.37531,0.7575715
cccc,16.53406,3.556412,-0.03041418,-68.09451,-2.819036
cccc,20.68773,3.556412,-0.03041418,-68.16965,-2.819036
cccc,24.84094,3.636479,1.306973,-90.56266,0.03157143
cccc,28.99466,-9.257402,0.7492806,-92.16363,-0.7179494
cccc,33.16481,-23.61104,-1.139016,-33.81044,-3.508249
cccc,37.31818,-25.34508,7.089842,13.66353,-1.179848
cccc,41.48813,-27.01106,0.5984061,14.61545,-0.8041199
cccc,45.64192,-24.22208,9.352541,36.70325,1.072783
cccc,49.81195,-26.23035,6.419479,21.43162,-0.4021051
cccc,53.96556,-26.23035,6.419479,21.43162,-0.4021051
cccc,58.13553,-26.23035,6.419479,20.33062,0.5236572
cccc,62.32272,-26.23035,6.419479,18.50595,2.423308
cccc,66.49245,-24.31465,9.590075,34.50064,1.443211
cccc,70.67903,-23.23198,11.14759,37.45277,2.043703
cccc,74.83255,-23.34081,10.86548,21.0952,4.71884
cccc,78.98621,-26.12865,10.45233,33.24526,2.205036
cccc,83.15607,-26.12865,10.45233,33.24526,2.205036
cccc,87.30971,-26.12865,10.45233,33.24526,2.205036
cccc,91.42964,-28.6639,21.89003,38.97372,-4.265254
cccc,95.55066,-18.82351,26.15461,95.73294,-0.1615361
cccc,99.66975,-2.477869,24.11394,94.45518,-0.3363051
cccc,103.7907,13.33706,27.21256,144.3929,-1.635121
cccc,107.9108,26.20373,22.48006,190.7649,0.9637144
cccc,112.03,24.53069,8.099704,181.7539,-1.613614
cccc,116.1506,23.71597,-8.264772,181.9552,-1.838629
cccc,120.2711,19.46768,-23.10879,250.4054,5.460393
cccc,124.3908,3.424527,-22.7385,270.9342,5.3614
cccc,128.5108,-12.19598,-23.08501,267.819,3.709526
cccc,132.6308,-15.82343,-23.091,267.5715,-0.6430324
cccc,136.7513,-10.44795,-28.51023,79.36411,10.21198
cccc,140.8712,-4.605027,-27.35857,78.66407,9.061419
cccc,144.9911,-4.605027,-27.35857,78.66407,9.061419
cccc,149.1111,-4.605027,-27.35857,78.66407,9.061419
cccc,153.2312,-4.605027,-27.35857,74.63844,5.235199
cccc,157.3514,6.137591,-23.2538,81.7578,1.285926
