player ID, timestamp, x, y, rotx, roty
s150,4.627396,-5.127507,-0.0496554,-72.60174,-2.1705
s150,9.197708,-6.618029,0.4171641,-73.15173,1.674592
s150,13.86832,-21.4901,4.338186,-38.04272,-2.868659
s150,18.55588,-24.63287,18.19612,1.090611,2.962622
s150,23.25894,-24.61778,18.49165,108.4437,1.489704
s150,27.94673,-22.32561,17.60028,116.5899,3.538111
s150,32.63388,-24.28727,18.76603,120.6564,4.410109
s150,37.32155,-27.94506,18.77468,153.3824,7.089898
s150,42.07559,-23.62157,4.501119,122.0413,1.052874
s150,46.82927,-16.87604,1.608595,34.94141,-4.128927
s150,51.60007,-16.04622,8.173376,7.41177,-0.8901699
s150,56.3873,-18.23974,7.158852,64.81143,8.742908
s150,61.17464,-23.53903,4.922988,45.77725,8.726317
s150,65.97855,-23.7643,17.75504,8.893207,-3.107564
s150,70.78242,-15.91035,21.50445,156.2645,15.38122
s150,75.60529,-17.44533,24.25144,143.3692,9.813787
s150,80.44034,-11.78114,23.77489,90.85107,8.79712
s150,85.29439,7.448985,23.62447,90.71466,7.682644
s150,90.09843,22.52847,18.52335,174.5527,18.39001
s150,94.78596,24.54941,18.82533,225.674,18.31936
s150,99.4894,22.78396,19.73621,190.0532,6.64259
s150,104.177,23.02581,3.378186,175.968,2.781611
s150,108.898,23.17624,-15.4585,180.8549,3.823516
s150,113.6182,8.560977,-22.8394,265.0848,2.140338
s150,118.3556,-10.36961,-22.84378,271.494,1.918787
s150,123.0764,-20.15546,-20.64838,297.7191,8.516907
s150,127.8128,-15.58702,-21.61998,200.1027,-8.892988
s150,132.5339,-16.6793,-23.13137,39.49567,-4.100615
s150,137.2887,-12.51307,-24.27888,76.94352,1.047474
