player ID, timestamp, x, y, rotx, roty
,4.17836,-3.888797,-1.112013,-70.93652,5.044075
,8.29863,-17.19801,0.7451108,-79.44301,2.159678
,12.4182,-24.06761,13.83488,-9.413197,-3.46671
,16.58875,-12.09212,22.78674,80.83997,1.879571
,20.70807,4.352345,23.47391,89.09006,1.62964
,24.82977,19.95592,21.06916,152.8726,3.040353
,29.03172,22.37151,6.337962,182.2856,4.940155
,33.15257,22.45595,-10.08831,178.6242,4.588692
,37.33978,15.78129,-21.85617,268.1086,5.541404
,41.46068,2.45013,-22.44125,278.75,2.739406
,45.67931,-1.672381,-21.95961,280.8806,6.924253
,49.7993,-16.44355,-22.97118,269.6551,0.147145
,53.91954,-27.46093,-22.18705,21.10706,6.085042
,58.10619,-24.89252,-24.39408,331.1283,13.02697
,62.22769,-21.93634,-25.44086,337.2149,15.05034
,66.43033,-21.93571,-22.84033,341.8361,9.388492
,70.55032,-20.96824,-20.6797,4.944641,11.86604
,74.68738,-19.36389,-27.43681,36.52255,14.54242
,78.89017,-14.17577,-19.83266,287.6492,8.589486
,83.01053,-15.04322,-16.80823,314.3145,12.56392
,87.13019,-8.943564,-15.14853,260.4245,3.970811
,91.31747,-15.05759,-15.30971,302.0137,-3.475941
,95.53793,-14.62672,-12.11807,172.4506,1.484547
,99.65756,-15.03336,-18.86237,237.7795,9.637533
,103.7776,-14.91086,-18.22562,237.7795,9.637533
,107.9318,-13.51761,-20.41311,241.8648,7.040531
,112.0511,-19.82703,-20.6692,348.402,11.06666
,116.2386,-20.9125,-27.26535,20.8736,12.43197
,120.3585,-10.63723,-26.93155,326.994,-2.420332
,124.4791,-14.55229,-20.31572,87.30615,12.98258
,128.6826,-0.5045913,-23.02802,86.53772,13.42252
,132.8039,15.09047,-22.58988,62.5506,10.94661
,136.9227,23.77083,-12.06182,343.4432,0.8979725
,141.126,22.55708,0.08924351,304.8244,-0.5245876
,145.2461,15.94897,9.565618,334.8689,0.9229161
,149.3821,16.79501,9.874134,25.25842,-1.011307
,153.5525,24.76814,11.99161,278.3498,6.320683
,157.6723,21.89087,14.94593,266.795,5.125236
,161.7924,20.07986,14.64935,271.3236,1.922094
,165.914,22.1002,14.90819,268.252,9.538347
,170.2329,21.23673,25.02828,220.8396,0.5859192
,174.3534,6.406113,19.35855,256.367,6.695296
,178.4731,-8.627321,15.61424,253.0975,2.350512
,182.5931,-7.054834,16.07112,237.1854,1.124519
,186.8133,-8.975048,24.80079,226.8075,7.436794
,190.9515,-11.69687,25.0196,189.398,4.353941
,195.0704,-6.264409,27.43101,133.3233,3.208918
,199.2743,3.605203,23.61569,164.29,-1.916976
,203.394,17.85157,22.37733,137.7904,7.453893
,207.5975,21.88525,8.02,264.0535,9.184787
,211.7675,23.12682,-1.656786,211.4576,5.323293
,215.9056,22.78514,-15.85108,212.1606,3.752843
,220.0247,10.40788,-22.64091,263.7448,6.708371
,224.2112,9.318221,-22.22893,6.725647,2.405607
,228.3313,23.42161,-21.77039,335.0208,1.255951
,232.4682,24.46319,-12.25545,333.3619,1.535687
,236.7048,19.68547,1.817533,244.0785,1.894381
,240.9086,15.26517,5.069896,171.9468,-2.718783
,245.0285,21.72119,-6.211148,182.4465,2.105528
