Time,Building Name
20.5874,Hardware Store
34.44873,Bank
37.47021,Dentist
40.42041,Pizerria
47.26099,Butcher
56.08521,Pharmacy
62.15771,Bakery
77.55127,Pet Store
85.84155,Bike Shop
92.3479,Boutique
104.5264,Gym
114.6653,Jewelry
120.1541,Supermarket
133.0308,Book Store
158.7551,Toy Store
176.0833,Gallery
184.707,Music Store
212.5315,Barber
222.9556,Cafe
