Time,Building Name
3.790039,Gym
7.042969,Toy Store
14.56592,Cafe
19.64111,Pizerria
23.1731,Gallery
29.21118,Jewelry
49.52783,Bakery
51.92993,Bank
54.13208,Butcher
57.16797,Music Store
59.30298,Hardware Store
65.45776,Book Store
68.06006,Bike Shop
71.98022,Pharmacy
74.75049,Supermarket
87.95996,Boutique
100.6704,Dentist
120.1377,Pet Store
125.7593,Barber
