Time,Building Name
3.105957,Gym
10.7124,Butcher
14.86572,Supermarket
17.68481,Music Store
21.22119,Cafe
29.53613,Pharmacy
35.36841,Pet Store
40.95435,Gallery
49.78906,Pizerria
54.07153,Boutique
61.00439,Bank
67.47632,Bakery
73.2312,Hardware Store
79.65332,Bike Shop
83.79004,Book Store
113.5981,Jewelry
212.0383,Dentist
278.5525,Toy Store
289.9788,Barber
