Time,Building Name
5.524658,Bakery
8.193848,Boutique
19.23633,Music Store
22.42236,Dentist
26.15869,Gallery
32.71436,Pharmacy
36.68433,Pizerria
42.25562,Butcher
48.87793,Bike Shop
53.38159,Bank
55.78345,Toy Store
58.55225,Book Store
67.96045,Barber
71.39648,Cafe
73.66479,Supermarket
75.71655,Jewelry
77.8186,Pet Store
81.23804,Hardware Store
83.323,Gym
