Time,Building Name
11.89673,Toy Store
26.40869,Bike Shop
36.0835,Pizerria
54.08179,Hardware Store
61.05444,Cafe
62.98926,Boutique
66.74243,Gallery
72.29712,Music Store
79.56982,Pet Store
83.3562,Gym
91.27954,Bank
100.7708,Book Store
105.3579,Dentist
107.8767,Pharmacy
110.9792,Supermarket
115.9836,Bakery
124.5076,Barber
131.8467,Jewelry
143.7734,Butcher
