Time,Building Name
5.960449,Gym
17.30273,Pizerria
23.62451,Cafe
28.479,Book Store
31.98193,Bakery
35.66797,Supermarket
38.30322,Hardware Store
41.58936,Music Store
45.20947,Pet Store
48.12793,Boutique
50.78027,Bike Shop
53.39941,Pharmacy
56.60205,Barber
58.68701,Jewelry
61.15576,Bank
64.90918,Butcher
67.64502,Dentist
73.44922,Toy Store
78.771,Gallery
