Time,Building Name
5.641357,Gallery
10.59546,Gym
15.23267,Jewelry
19.77002,Bank
27.72607,Butcher
32.56372,Barber
36.13306,Bike Shop
39.81958,Bakery
42.48853,Hardware Store
48.49341,Cafe
51.69629,Dentist
53.98145,Supermarket
62.37183,Pizerria
68.19385,Toy Store
79.01904,Book Store
95.61621,Music Store
112.5305,Pet Store
