Time,Building Name
7.343262,Bank
10.66235,Toy Store
12.98096,Butcher
15.43311,Boutique
26.72583,Dentist
39.40283,Jewelry
43.3562,Pet Store
54.28223,Supermarket
57.20093,Music Store
60.104,Bike Shop
73.28125,Bakery
76.93506,Pizerria
79.40308,Gallery
81.55469,Book Store
85.27441,Barber
87.72656,Pharmacy
90.04517,Hardware Store
92.11328,Gym
94.53345,Cafe
