Time,Building Name
6.791992,Dentist
10.24512,Bakery
18.78564,Gallery
22.85547,Toy Store
27.70996,Gym
30.12891,Pizerria
36.85059,Jewelry
42.42188,Barber
48.97754,Butcher
55.36621,Boutique
58.11816,Bank
65.82471,Bike Shop
68.84375,Pharmacy
70.56201,Supermarket
75.75,Book Store
78.93555,Music Store
86.30859,Cafe
90.91211,Hardware Store
93.89795,Pet Store
