Time,Building Name
10.146,Butcher
17.55151,Barber
20.18726,Toy Store
24.62402,Boutique
26.50903,Gallery
32.29712,Bank
35.78369,Bakery
41.021,Gym
43.5896,Jewelry
48.81055,Hardware Store
51.34814,Dentist
57.86841,Pharmacy
60.13647,Pizerria
64.80737,Supermarket
67.92554,Book Store
70.77686,Music Store
77.71851,Cafe
86.2417,Pet Store
89.29468,Bike Shop
