player ID, trial, timestamp, x, y, rotx, roty
cccc,1,0.3612366,-44.187,-2.6,81.7578,-1.285926
cccc,1,0.7117615,-44.187,-2.6,81.7578,-1.285926
cccc,1,1.061981,-44.187,-2.6,81.7578,-1.285926
cccc,1,1.412262,-44.187,-2.6,67.63191,-4.210783
cccc,1,1.762634,-44.187,-2.6,54.50242,-4.185458
cccc,1,2.112854,-44.187,-2.6,33.72461,-3.734779
cccc,1,2.463593,-44.187,-2.6,14.1467,-4.860318
cccc,1,2.813721,-44.187,-2.6,-3.158368,-4.885313
cccc,1,3.181427,-44.187,-2.6,-27.0302,-3.804994
cccc,1,3.531342,-44.187,-2.6,-25.65545,-3.705012
cccc,1,3.881439,-44.187,-2.6,-25.75564,-3.554831
cccc,1,4.231659,-44.29499,-2.408262,-30.03437,-3.179784
cccc,1,4.582031,-44.94143,-1.303602,-31.15988,-2.879761
cccc,1,4.932404,-45.68436,-0.1172462,-32.14163,-2.82977
cccc,1,5.282745,-46.46192,1.046562,-34.49183,-2.654489
cccc,1,5.632813,-47.25401,2.19942,-34.49183,-2.654489
cccc,1,5.983459,-48.04745,3.354229,-34.49183,-2.654489
cccc,1,6.333405,-48.81032,4.524952,-27.11817,-2.504517
cccc,1,6.683655,-49.17303,5.869162,-5.402134,-2.829673
cccc,1,7.033905,-49.1021,7.262854,8.50892,-3.104701
cccc,1,7.38446,-48.85959,8.597031,9.183798,-3.079705
cccc,1,7.73468,-47.85024,9.614666,9.183798,-3.079705
cccc,1,8.084961,-46.52284,10.5949,6.929757,-2.679195
cccc,1,8.451843,-45.20243,11.7095,1.677952,-1.979324
cccc,1,8.802032,-44.34276,13.07724,-6.778156,-1.304083
cccc,1,9.15271,-43.9329,14.36238,-9.562684,-1.104088
cccc,1,9.502716,-43.03338,15.74417,-14.21183,0.1456822
cccc,1,9.853058,-42.39219,17.28228,-20.47057,0.9466926
cccc,1,10.20306,-42.79475,18.62584,-23.54531,1.07167
cccc,1,10.55362,-43.35426,19.91132,-23.41963,1.172237
cccc,1,10.90396,-43.91114,21.19698,-23.41963,1.172237
cccc,1,11.27142,-44.49519,22.54538,-23.41963,1.172237
cccc,1,11.62134,-45.05142,23.82954,-23.41963,1.172237
cccc,1,11.97156,-45.60654,25.1154,-23.11964,1.297256
cccc,1,12.32166,-46.15623,26.40297,-23.09465,1.322484
cccc,1,12.67203,-46.69447,27.69644,-22.44456,1.622429
cccc,1,13.0224,-47.22932,28.99122,-22.44456,1.622429
cccc,1,13.37262,-47.76386,30.28548,-22.36941,1.647478
cccc,1,13.7229,-48.27547,31.58919,-21.29292,1.747614
cccc,1,14.07336,-48.7058,32.91761,-7.263112,1.547163
cccc,1,14.42337,-48.69537,34.31341,7.611812,0.8971264
cccc,1,14.77396,-48.48817,35.70017,8.586823,0.8971264
cccc,1,15.12476,-48.28086,37.08787,8.136906,0.9721125
cccc,1,15.4747,-48.09092,38.47444,7.462031,1.047099
cccc,1,15.82471,-47.91472,39.86315,6.912134,1.09709
cccc,1,16.17499,-47.75741,41.255,6.286388,1.197448
cccc,1,16.52512,-47.61968,42.64848,5.236146,1.297657
cccc,1,16.87579,-47.52933,44.04744,1.804705,1.573136
cccc,1,17.22595,-47.48809,45.44689,1.679728,1.573136
cccc,1,17.57617,-47.4478,46.84667,1.27649,1.598131
cccc,1,17.9263,-47.4416,48.24657,-0.04877938,1.698113
cccc,1,18.27676,-47.47241,49.64734,-1.625506,1.848374
cccc,1,18.62695,-47.51212,51.04675,-1.625506,1.848374
cccc,1,18.97739,-47.55973,52.44691,-2.526479,1.923498
cccc,1,19.32764,-47.63574,53.84498,-3.351663,2.048475
