player ID, trial, timestamp, x, y, rotx, roty
s159,1,0.4538574,-44.187,-2.6,125.633,1.946722
s159,1,0.8533936,-44.187,-2.6,125.633,1.946722
s159,1,1.253174,-44.187,-2.6,125.6783,2.172343
s159,1,1.636963,-44.187,-2.6,153.2751,-3.903139
s159,1,2.02063,-44.187,-2.6,168.0609,-2.678784
s159,1,2.470947,-44.187,-2.6,175.4805,-4.549196
s159,1,2.854614,-44.187,-2.6,175.2308,-4.924379
s159,1,3.254883,-44.187,-2.6,174.1557,-4.450037
s159,1,3.655273,-44.187,-2.6,173.5052,-4.2497
s159,1,4.055542,-44.187,-2.6,173.2802,-4.299915
s159,1,4.506958,-44.187,-2.6,173.2052,-4.350369
s159,1,4.906128,-44.17765,-2.695653,174.4288,-4.898696
s159,1,5.306641,-44.04754,-4.029473,174.4288,-4.898696
s159,1,5.707153,-43.89232,-5.617815,174.3788,-4.898696
s159,1,6.107422,-43.73577,-7.205409,174.3284,-4.923692
s159,1,6.542236,-43.56451,-8.929905,174.3284,-4.923692
s159,1,6.941284,-43.40668,-10.51231,174.3034,-4.923692
s159,1,7.358398,-43.24165,-12.16667,174.3034,-4.923692
s159,1,7.758667,-43.08336,-13.75354,174.3034,-4.923692
s159,1,8.175659,-42.9184,-15.40722,174.3034,-4.923692
s159,1,8.593994,-42.75293,-17.06602,174.3034,-4.923692
s159,1,9.009766,-42.58842,-18.71515,174.3034,-4.923692
s159,1,9.410034,-42.42538,-20.30163,174.0782,-5.024376
s159,1,9.827026,-42.25394,-21.95441,174.0782,-5.024376
s159,1,10.22766,-42.08909,-23.54205,174.0282,-5.024376
s159,1,10.66211,-41.9033,-25.26338,173.7258,-5.024376
s159,1,11.06128,-41.71912,-26.84311,171.9324,-4.825012
s159,1,11.44519,-41.48042,-28.35479,170.8766,-4.67485
s159,1,11.8291,-41.23767,-29.86632,170.8766,-4.67485
s159,1,12.21252,-40.99537,-31.37515,170.8766,-4.67485
s159,1,12.59619,-40.75599,-32.88585,171.9512,-4.849797
s159,1,12.9967,-40.70084,-33.70866,178.7152,-6.893535
s159,1,13.36353,-40.70084,-33.70866,178.1899,-6.943525
s159,1,13.74707,-40.70084,-33.70866,175.6149,-7.293731
s159,1,14.11414,-40.70084,-33.70866,171.9212,-7.068574
s159,1,14.49768,-40.67937,-33.85938,171.8961,-6.918697
s159,1,14.91589,-40.46993,-35.32629,171.8711,-6.891637
s159,1,15.29834,-40.26545,-36.75789,171.8711,-6.891637
s159,1,15.68213,-40.22337,-37.05247,171.8711,-6.891637
s159,1,16.06555,-40.22337,-37.05247,176.0233,-7.393886
s159,1,16.43274,-40.22337,-37.05247,181.5152,-8.618027
s159,1,16.83423,-40.2265,-37.06511,193.8904,-9.615959
s159,1,17.21692,-40.46416,-38.03854,193.6167,-9.590963
s159,1,17.60022,-40.58085,-38.52107,193.5918,-9.590963
s159,1,17.98425,-40.58085,-38.52107,194.0681,-9.615959
s159,1,18.3844,-40.58085,-38.52107,206.8824,-12.41651
s159,1,18.76807,-40.58085,-38.52107,206.3329,-12.59133
s159,1,19.15186,-40.58085,-38.52107,196.826,-11.90304
s159,1,19.53552,-40.58085,-38.52107,154.7413,-2.270213
s159,1,19.91907,-40.28429,-38.32689,146.8571,0.4005249
s159,1,20.31909,-40.06704,-37.52539,149.1242,0.1271701
s159,1,20.703,-40.06704,-37.37172,149.4979,0.1021747
s159,1,21.08777,-40.06704,-37.37172,149.5983,0.1021747
s159,1,21.47144,-40.42489,-36.76181,149.5983,0.1021747
s159,1,21.87048,-41.23264,-35.38514,149.5983,0.1021747
s159,1,22.25415,-42.00942,-34.06124,149.5983,0.1021747
s159,1,22.63782,-42.78237,-32.73575,150.7474,0.9766231
s159,1,23.02161,-43.51755,-31.39405,151.3015,5.504721
s159,1,23.42175,-44.28275,-29.99629,151.3015,5.504721
s159,1,23.83997,-45.0754,-28.5322,153.5872,5.554961
s159,1,24.25574,-45.80677,-27.04719,153.7875,5.529965
s159,1,24.63977,-46.48072,-25.67493,154.2885,5.17886
s159,1,25.02332,-46.89986,-24.48541,173.3516,-5.239094
s159,1,25.42334,-46.90702,-24.39651,182.9418,-9.709982
s159,1,25.82507,-46.90894,-24.434,182.9418,-9.709982
s159,1,26.34253,-47.03299,-26.09209,185.7927,-10.8614
s159,1,26.75793,-47.19772,-27.71596,185.7927,-10.8614
s159,1,27.17493,-47.36081,-29.34571,185.6671,-10.8614
s159,1,27.57532,-47.51613,-30.91089,185.6671,-10.8614
s159,1,27.99268,-47.70909,-32.53737,189.4928,-11.46191
s159,1,28.41003,-47.99949,-34.14746,190.3145,-11.48691
s159,1,28.84546,-48.31084,-35.8259,190.5645,-11.48691
s159,1,29.26013,-48.60884,-37.42371,190.5645,-11.48691
s159,1,29.6936,-48.8708,-39.1033,184.1398,-9.642085
s159,1,30.11072,-48.96448,-40.74726,183.2154,-9.317448
s159,1,30.54456,-49.06052,-42.457,183.2154,-9.317448
s159,1,30.9624,-49.20434,-44.09822,185.5902,-9.742072
s159,1,31.37866,-49.36422,-45.73168,185.5902,-9.742072
s159,1,31.79553,-49.47522,-47.37432,181.5656,-7.842128
s159,1,32.22925,-49.51814,-49.09246,181.4405,-7.792113
s159,1,32.64624,-49.55968,-50.74452,181.4405,-7.792113
s159,1,33.06445,-49.60144,-52.40157,181.4674,-7.792113
s159,1,33.49805,-49.64545,-54.11935,181.4674,-7.792113
s159,1,33.91504,-49.66361,-54.82824,181.4674,-7.792113
s159,1,34.34875,-49.70115,-56.29384,181.4674,-7.792113
s159,1,34.76575,-49.72523,-57.23365,181.4674,-7.792113
s159,1,35.18298,-49.74792,-58.16853,179.4988,-7.791814
s159,1,35.61597,-49.3493,-59.22451,141.2035,3.792811
s159,1,36.05005,-49.25225,-59.2543,117.2547,12.12067
s159,1,36.46704,-49.25225,-59.2543,104.4093,7.333323
s159,1,36.8999,-49.25225,-59.2543,94.42467,-4.138064
s159,1,37.31665,-49.25225,-59.2543,92.85255,-4.785895
s159,1,37.73364,-49.25225,-59.2543,80.27484,-3.110834
s159,1,38.18518,-49.25225,-59.2543,67.82748,-4.056046
s159,1,38.60095,-49.25225,-59.2543,43.71487,-1.146821
s159,1,39.03455,-49.25225,-59.2543,31.40496,0.02932758
s159,1,39.45166,-49.25225,-59.2543,30.78105,0.1040288
s159,1,39.88464,-49.25225,-59.2543,30.32667,0.1540196
s159,1,40.30176,-49.25225,-59.2543,29.72606,0.3293934
s159,1,40.73535,-49.25225,-59.2543,29.47588,0.3544319
s159,1,41.16907,-49.25225,-59.2543,30.87811,0.4545873
s159,1,41.58606,-49.25225,-59.2543,66.52753,-4.824328
s159,1,42.0199,-49.25225,-59.2543,85.96849,-5.750145
s159,1,42.43677,-48.41146,-59.18897,85.41818,-5.750145
s159,1,42.87122,-46.6882,-59.04982,85.36816,-5.750145
s159,1,43.28833,-45.03333,-58.91817,86.08879,-6.023345
s159,1,43.72205,-43.31128,-58.81901,86.76295,-6.098186
s159,1,44.15576,-41.5886,-58.7681,89.63316,-6.771342
s159,1,44.57275,-39.9323,-58.76379,89.85764,-6.796338
s159,1,45.00647,-38.20957,-58.75951,89.85764,-6.796338
s159,1,45.42346,-36.55353,-58.75539,89.85764,-6.796338
s159,1,45.87488,-34.76025,-58.75094,89.85764,-6.796338
s159,1,46.3252,-32.97168,-58.74649,89.85764,-6.796338
s159,1,46.75793,-31.25299,-58.74289,90.20858,-6.896516
s159,1,47.19177,-29.53198,-58.79236,92.2851,-7.246824
s159,1,47.60864,-27.87905,-58.85832,92.2851,-7.246824
s159,1,48.04248,-26.15917,-58.92695,92.2851,-7.246824
s159,1,48.4939,-24.36931,-58.99837,92.2851,-7.246824
s159,1,48.92639,-22.65414,-59.06681,92.2851,-7.246824
s159,1,49.36011,-20.93465,-59.13543,92.2851,-7.246824
s159,1,49.79358,-19.21585,-59.20387,92.2101,-7.246824
s159,1,50.22742,-17.49549,-59.26464,91.96032,-7.246824
s159,1,50.67908,-15.70426,-59.32595,91.96032,-7.246824
s159,1,51.12927,-13.91903,-59.38705,91.96032,-7.246824
s159,1,51.56201,-12.20303,-59.44376,91.63506,-7.171756
s159,1,51.99561,-10.48057,-59.43086,88.26215,-6.097448
s159,1,52.42932,-8.756104,-59.37854,88.26215,-6.097448
s159,1,52.86304,-7.032006,-59.32623,88.26215,-6.097448
s159,1,53.31445,-5.290134,-59.27338,88.26215,-6.097448
